"chr","pos","score","method"
"chr2",30599978,0.625,"xpclr"
"chr2",30671979,0.611,"xpclr"
"chr2",30743979,1.222,"xpclr"
"chr2",30815979,0.88,"xpclr"
"chr2",30887980,1.421,"xpclr"
"chr2",30959980,1.605,"xpclr"
"chr2",31031980,2.759,"xpclr"
"chr2",31103980,1.883,"xpclr"
"chr2",31175981,3.66,"xpclr"
"chr2",31247981,3.315,"xpclr"
"chr2",31319981,1.494,"xpclr"
"chr2",31391982,1.071,"xpclr"
"chr2",31463982,1.96,"xpclr"
"chr2",31535982,1.104,"xpclr"
"chr2",31607982,1.451,"xpclr"
"chr2",31679983,1.246,"xpclr"
"chr2",31751983,1.143,"xpclr"
"chr2",31823983,1.608,"xpclr"
"chr2",31895984,1.88,"xpclr"
"chr2",31967984,1.586,"xpclr"
"chr2",32039984,2.319,"xpclr"
"chr2",32111984,1.877,"xpclr"
"chr2",32183985,2.257,"xpclr"
"chr2",32255985,1.245,"xpclr"
"chr2",32327985,1.266,"xpclr"
"chr2",32399986,1.289,"xpclr"
"chr2",32471986,1.449,"xpclr"
"chr2",32543986,1.805,"xpclr"
"chr2",32615986,1.534,"xpclr"
"chr2",32687987,1.472,"xpclr"
"chr2",32759987,2.899,"xpclr"
"chr2",32831987,2.806,"xpclr"
"chr2",32903988,3.106,"xpclr"
"chr2",32975988,3.732,"xpclr"
"chr2",33047988,5.03,"xpclr"
"chr2",33119988,5.02,"xpclr"
"chr2",33191989,4.539,"xpclr"
"chr2",33263989,7.05,"xpclr"
"chr2",33335989,7.967,"xpclr"
"chr2",33407990,13.557,"xpclr"
"chr2",33479990,19.547,"xpclr"
"chr2",33551990,12.019,"xpclr"
"chr2",33623990,7.806,"xpclr"
"chr2",33695991,5.537,"xpclr"
"chr2",33767991,3.774,"xpclr"
"chr2",33839991,3.36,"xpclr"
"chr2",33911992,2.614,"xpclr"
"chr2",33983992,3.202,"xpclr"
"chr2",34055992,1.671,"xpclr"
"chr2",34127993,1.673,"xpclr"
"chr2",34199993,1.411,"xpclr"
"chr2",34271993,1.108,"xpclr"
"chr2",34343993,1.31,"xpclr"
"chr2",34415994,1.712,"xpclr"
"chr2",34487994,1.416,"xpclr"
"chr2",34559994,1.374,"xpclr"
"chr2",34631995,1.066,"xpclr"
"chr2",34703995,1.387,"xpclr"
"chr2",34775995,2.62,"xpclr"
"chr2",34847995,2.623,"xpclr"
"chr2",34919996,2.127,"xpclr"
"chr2",34991996,3.219,"xpclr"
"chr2",35063996,3.923,"xpclr"
"chr2",35135997,6.52,"xpclr"
"chr2",35207997,6.251,"xpclr"
"chr2",35279997,6.769,"xpclr"
"chr2",35351997,2.287,"xpclr"
"chr2",35423998,2.097,"xpclr"
"chr2",35495998,3.439,"xpclr"
"chr2",35567998,3.845,"xpclr"
"chr2",35639999,2.879,"xpclr"
"chr2",35711999,2.768,"xpclr"
"chr2",35783999,2.543,"xpclr"
"chr2",35855999,1.942,"xpclr"
"chr2",35928000,1.702,"xpclr"
"chr2",3.6e+07,2.488,"xpclr"
"chr2",71856,0.249,"ihs"
"chr2",143857,0.073,"ihs"
"chr2",215857,0.191,"ihs"
"chr2",287857,0.628,"ihs"
"chr2",359857,0.145,"ihs"
"chr2",431858,0.343,"ihs"
"chr2",503858,0.572,"ihs"
"chr2",575858,0.407,"ihs"
"chr2",647859,0.778,"ihs"
"chr2",719859,0.027,"ihs"
"chr2",791859,0.664,"ihs"
"chr2",863859,0.536,"ihs"
"chr2",935860,0.332,"ihs"
"chr2",1007860,0.292,"ihs"
"chr2",1079860,0.591,"ihs"
"chr2",1151861,1.305,"ihs"
"chr2",1223861,0.39,"ihs"
"chr2",1295861,1.079,"ihs"
"chr2",1367861,0.666,"ihs"
"chr2",1439862,0.171,"ihs"
"chr2",1511862,0.472,"ihs"
"chr2",1583862,0.61,"ihs"
"chr2",1655863,1.34,"ihs"
"chr2",1727863,0.894,"ihs"
"chr2",1799863,0.484,"ihs"
"chr2",1871863,0.698,"ihs"
"chr2",1943864,0.455,"ihs"
"chr2",2015864,0.58,"ihs"
"chr2",2087864,0.345,"ihs"
"chr2",2159865,0.482,"ihs"
"chr2",2231865,0.56,"ihs"
"chr2",2303865,0.106,"ihs"
"chr2",2375866,0.61,"ihs"
"chr2",2447866,0.719,"ihs"
"chr2",2519866,1.187,"ihs"
"chr2",2591866,0.123,"ihs"
"chr2",2663867,1.002,"ihs"
"chr2",2735867,0.546,"ihs"
"chr2",2807867,0.124,"ihs"
"chr2",2879868,1.436,"ihs"
"chr2",2951868,1.508,"ihs"
"chr2",3023868,1.697,"ihs"
"chr2",3095868,1.601,"ihs"
"chr2",3167869,1.646,"ihs"
"chr2",3239869,0.993,"ihs"
"chr2",3311869,1.07,"ihs"
"chr2",3383870,0.506,"ihs"
"chr2",3455870,0.761,"ihs"
"chr2",3527870,0.565,"ihs"
"chr2",3599870,0.268,"ihs"
"chr2",3671871,0.09,"ihs"
"chr2",3743871,0.243,"ihs"
"chr2",3815871,0.242,"ihs"
"chr2",3887872,1.037,"ihs"
"chr2",3959872,0.452,"ihs"
"chr2",4031872,0.96,"ihs"
"chr2",4103872,0.292,"ihs"
"chr2",4175873,1.176,"ihs"
"chr2",4247873,1.025,"ihs"
"chr2",4319873,0.249,"ihs"
"chr2",4391874,0.327,"ihs"
"chr2",4463874,0.089,"ihs"
"chr2",4535874,0.311,"ihs"
"chr2",4607874,0.028,"ihs"
"chr2",4679875,0.034,"ihs"
"chr2",4751875,1.531,"ihs"
"chr2",4823875,0.448,"ihs"
"chr2",4895876,0.712,"ihs"
"chr2",4967876,0.736,"ihs"
"chr2",5039876,0.787,"ihs"
"chr2",5111876,1.338,"ihs"
"chr2",5183877,1.182,"ihs"
"chr2",5255877,0.301,"ihs"
"chr2",5327877,0.234,"ihs"
"chr2",5399878,1.098,"ihs"
"chr2",5471878,0.158,"ihs"
"chr2",5543878,0.271,"ihs"
"chr2",5615878,0.448,"ihs"
"chr2",5687879,1.017,"ihs"
"chr2",5759879,0.513,"ihs"
"chr2",5831879,0.603,"ihs"
"chr2",5903880,0.665,"ihs"
"chr2",5975880,0.17,"ihs"
"chr2",6047880,0.047,"ihs"
"chr2",6119880,0.02,"ihs"
"chr2",6191881,0.734,"ihs"
"chr2",6263881,0.302,"ihs"
"chr2",6335881,0.02,"ihs"
"chr2",6407882,0.178,"ihs"
"chr2",6479882,0.809,"ihs"
"chr2",6551882,0.846,"ihs"
"chr2",6623882,1.259,"ihs"
"chr2",6695883,0.749,"ihs"
"chr2",6767883,1.181,"ihs"
"chr2",6839883,0.871,"ihs"
"chr2",6911884,0.871,"ihs"
"chr2",6983884,1.128,"ihs"
"chr2",7055884,0.725,"ihs"
"chr2",7127885,1.538,"ihs"
"chr2",7199885,0.91,"ihs"
"chr2",7271885,0.509,"ihs"
"chr2",7343885,0.172,"ihs"
"chr2",7415886,0.337,"ihs"
"chr2",7487886,0.447,"ihs"
"chr2",7559886,0.23,"ihs"
"chr2",7631887,0.134,"ihs"
"chr2",7703887,0.808,"ihs"
"chr2",7775887,1.248,"ihs"
"chr2",7847887,1.413,"ihs"
"chr2",7919888,1.491,"ihs"
"chr2",7991888,0.989,"ihs"
"chr2",8063888,0.711,"ihs"
"chr2",8135889,0.654,"ihs"
"chr2",8207889,0.954,"ihs"
"chr2",8279889,0.893,"ihs"
"chr2",8351889,0.76,"ihs"
"chr2",8423890,0.285,"ihs"
"chr2",8495890,0.446,"ihs"
"chr2",8567890,1.208,"ihs"
"chr2",8639891,0.578,"ihs"
"chr2",8711891,0.065,"ihs"
"chr2",8783891,0.508,"ihs"
"chr2",8855891,0.312,"ihs"
"chr2",8927892,0.145,"ihs"
"chr2",8999892,0.421,"ihs"
"chr2",9071892,0.267,"ihs"
"chr2",9143893,0.414,"ihs"
"chr2",9215893,0.332,"ihs"
"chr2",9287893,0.032,"ihs"
"chr2",9359893,0.199,"ihs"
"chr2",9431894,0.069,"ihs"
"chr2",9503894,0.353,"ihs"
"chr2",9575894,0.152,"ihs"
"chr2",9647895,0.552,"ihs"
"chr2",9719895,0.681,"ihs"
"chr2",9791895,1.076,"ihs"
"chr2",9863895,0.774,"ihs"
"chr2",9935896,0.561,"ihs"
"chr2",10007896,0.092,"ihs"
"chr2",10079896,0.349,"ihs"
"chr2",10151897,1.105,"ihs"
"chr2",10223897,0.422,"ihs"
"chr2",10295897,0.307,"ihs"
"chr2",10367897,0.203,"ihs"
"chr2",10439898,0.147,"ihs"
"chr2",10511898,0.868,"ihs"
"chr2",10583898,0.02,"ihs"
"chr2",10655899,0.093,"ihs"
"chr2",10727899,0.138,"ihs"
"chr2",10799899,0.742,"ihs"
"chr2",10871899,0.02,"ihs"
"chr2",10943900,0.312,"ihs"
"chr2",11015900,0.805,"ihs"
"chr2",11087900,0.643,"ihs"
"chr2",11159901,0.32,"ihs"
"chr2",11231901,0.272,"ihs"
"chr2",11303901,0.253,"ihs"
"chr2",11375902,0.462,"ihs"
"chr2",11447902,0.084,"ihs"
"chr2",11519902,0.52,"ihs"
"chr2",11591902,1.178,"ihs"
"chr2",11663903,0.911,"ihs"
"chr2",11735903,1.155,"ihs"
"chr2",11807903,1.355,"ihs"
"chr2",11879904,0.567,"ihs"
"chr2",11951904,0.538,"ihs"
"chr2",12023904,0.701,"ihs"
"chr2",12095904,0.853,"ihs"
"chr2",12167905,0.998,"ihs"
"chr2",12239905,0.829,"ihs"
"chr2",12311905,1.146,"ihs"
"chr2",12383906,0.405,"ihs"
"chr2",12455906,0.714,"ihs"
"chr2",12527906,0.814,"ihs"
"chr2",12599906,0.653,"ihs"
"chr2",12671907,0.732,"ihs"
"chr2",12743907,0.029,"ihs"
"chr2",12815907,0.228,"ihs"
"chr2",12887908,0.869,"ihs"
"chr2",12959908,0.397,"ihs"
"chr2",13031908,0.383,"ihs"
"chr2",13103908,0.118,"ihs"
"chr2",13175909,0.295,"ihs"
"chr2",13247909,0.252,"ihs"
"chr2",13319909,0.687,"ihs"
"chr2",13391910,0.743,"ihs"
"chr2",13463910,1.273,"ihs"
"chr2",13535910,0.114,"ihs"
"chr2",13607910,0.318,"ihs"
"chr2",13679911,0.124,"ihs"
"chr2",13751911,0.26,"ihs"
"chr2",13823911,0.76,"ihs"
"chr2",13895912,0.906,"ihs"
"chr2",13967912,0.061,"ihs"
"chr2",14039912,0.514,"ihs"
"chr2",14111912,0.557,"ihs"
"chr2",14183913,0.22,"ihs"
"chr2",14255913,0.4,"ihs"
"chr2",14327913,1.293,"ihs"
"chr2",14399914,0.626,"ihs"
"chr2",14471914,1.767,"ihs"
"chr2",14543914,1.097,"ihs"
"chr2",14615914,1.113,"ihs"
"chr2",14687915,0.389,"ihs"
"chr2",14759915,0.332,"ihs"
"chr2",14831915,0.39,"ihs"
"chr2",14903916,0.221,"ihs"
"chr2",14975916,0.831,"ihs"
"chr2",15047916,1.216,"ihs"
"chr2",15119916,1.511,"ihs"
"chr2",15191917,1.196,"ihs"
"chr2",15263917,0.7,"ihs"
"chr2",15335917,0.713,"ihs"
"chr2",15407918,0.056,"ihs"
"chr2",15479918,0.228,"ihs"
"chr2",15551918,0.02,"ihs"
"chr2",15623918,0.523,"ihs"
"chr2",15695919,0.112,"ihs"
"chr2",15767919,0.567,"ihs"
"chr2",15839919,0.196,"ihs"
"chr2",15911920,0.095,"ihs"
"chr2",15983920,0.531,"ihs"
"chr2",16055920,0.119,"ihs"
"chr2",16127921,0.047,"ihs"
"chr2",16199921,0.59,"ihs"
"chr2",16271921,0.22,"ihs"
"chr2",16343921,0.538,"ihs"
"chr2",16415922,0.02,"ihs"
"chr2",16487922,0.255,"ihs"
"chr2",16559922,0.083,"ihs"
"chr2",16631923,0.141,"ihs"
"chr2",16703923,0.218,"ihs"
"chr2",16775923,0.225,"ihs"
"chr2",16847923,0.142,"ihs"
"chr2",16919924,0.481,"ihs"
"chr2",16991924,0.047,"ihs"
"chr2",17063924,0.137,"ihs"
"chr2",17135925,0.994,"ihs"
"chr2",17207925,1.384,"ihs"
"chr2",17279925,0.459,"ihs"
"chr2",17351925,0.031,"ihs"
"chr2",17423926,1.084,"ihs"
"chr2",17495926,1.151,"ihs"
"chr2",17567926,0.602,"ihs"
"chr2",17639927,0.442,"ihs"
"chr2",17711927,0.587,"ihs"
"chr2",17783927,0.02,"ihs"
"chr2",17855927,0.298,"ihs"
"chr2",17927928,0.022,"ihs"
"chr2",17999928,0.507,"ihs"
"chr2",18071928,0.443,"ihs"
"chr2",18143929,0.278,"ihs"
"chr2",18215929,0.54,"ihs"
"chr2",18287929,0.705,"ihs"
"chr2",18359929,0.194,"ihs"
"chr2",18431930,0.232,"ihs"
"chr2",18503930,0.139,"ihs"
"chr2",18575930,0.499,"ihs"
"chr2",18647931,0.432,"ihs"
"chr2",18719931,0.092,"ihs"
"chr2",18791931,0.987,"ihs"
"chr2",18863931,0.538,"ihs"
"chr2",18935932,0.099,"ihs"
"chr2",19007932,0.328,"ihs"
"chr2",19079932,0.97,"ihs"
"chr2",19151933,0.353,"ihs"
"chr2",19223933,0.363,"ihs"
"chr2",19295933,0.149,"ihs"
"chr2",19367933,0.382,"ihs"
"chr2",19439934,0.573,"ihs"
"chr2",19511934,0.588,"ihs"
"chr2",19583934,0.389,"ihs"
"chr2",19655935,0.237,"ihs"
"chr2",19727935,0.487,"ihs"
"chr2",19799935,0.603,"ihs"
"chr2",19871935,0.432,"ihs"
"chr2",19943936,1.176,"ihs"
"chr2",20015936,0.467,"ihs"
"chr2",20087936,0.232,"ihs"
"chr2",20159937,0.342,"ihs"
"chr2",20231937,0.888,"ihs"
"chr2",20303937,0.427,"ihs"
"chr2",20375938,0.45,"ihs"
"chr2",20447938,0.041,"ihs"
"chr2",20519938,0.297,"ihs"
"chr2",20591938,0.117,"ihs"
"chr2",20663939,0.771,"ihs"
"chr2",20735939,0.49,"ihs"
"chr2",20807939,0.167,"ihs"
"chr2",20879940,0.901,"ihs"
"chr2",20951940,0.669,"ihs"
"chr2",21023940,1.459,"ihs"
"chr2",21095940,1.081,"ihs"
"chr2",21167941,1.042,"ihs"
"chr2",21239941,0.883,"ihs"
"chr2",21311941,1.591,"ihs"
"chr2",21383942,1.731,"ihs"
"chr2",21455942,1.108,"ihs"
"chr2",21527942,1.422,"ihs"
"chr2",21599942,1.432,"ihs"
"chr2",21671943,2.107,"ihs"
"chr2",21743943,1.336,"ihs"
"chr2",21815943,1.027,"ihs"
"chr2",21887944,0.92,"ihs"
"chr2",21959944,0.496,"ihs"
"chr2",22031944,0.205,"ihs"
"chr2",22103944,0.466,"ihs"
"chr2",22175945,0.915,"ihs"
"chr2",22247945,0.537,"ihs"
"chr2",22319945,0.816,"ihs"
"chr2",22391946,0.143,"ihs"
"chr2",22463946,0.284,"ihs"
"chr2",22535946,0.987,"ihs"
"chr2",22607946,1.274,"ihs"
"chr2",22679947,0.913,"ihs"
"chr2",22751947,0.079,"ihs"
"chr2",22823947,0.104,"ihs"
"chr2",22895948,0.02,"ihs"
"chr2",22967948,0.384,"ihs"
"chr2",23039948,0.502,"ihs"
"chr2",23111948,0.766,"ihs"
"chr2",23183949,0.147,"ihs"
"chr2",23255949,0.57,"ihs"
"chr2",23327949,0.367,"ihs"
"chr2",23399950,0.263,"ihs"
"chr2",23471950,0.581,"ihs"
"chr2",23543950,0.233,"ihs"
"chr2",23615950,0.109,"ihs"
"chr2",23687951,0.209,"ihs"
"chr2",23759951,0.137,"ihs"
"chr2",23831951,0.076,"ihs"
"chr2",23903952,1.385,"ihs"
"chr2",23975952,0.489,"ihs"
"chr2",24047952,0.263,"ihs"
"chr2",24119952,0.306,"ihs"
"chr2",24191953,0.782,"ihs"
"chr2",24263953,0.406,"ihs"
"chr2",24335953,0.543,"ihs"
"chr2",24407954,0.395,"ihs"
"chr2",24479954,0.047,"ihs"
"chr2",24551954,0.376,"ihs"
"chr2",24623954,1.123,"ihs"
"chr2",24695955,0.695,"ihs"
"chr2",24767955,0.354,"ihs"
"chr2",24839955,0.693,"ihs"
"chr2",24911956,1.01,"ihs"
"chr2",24983956,0.03,"ihs"
"chr2",25055956,0.167,"ihs"
"chr2",25127957,0.472,"ihs"
"chr2",25199957,0.417,"ihs"
"chr2",25271957,0.228,"ihs"
"chr2",25343957,0.11,"ihs"
"chr2",25415958,0.379,"ihs"
"chr2",25487958,1.157,"ihs"
"chr2",25559958,0.921,"ihs"
"chr2",25631959,0.65,"ihs"
"chr2",25703959,0.517,"ihs"
"chr2",25775959,0.107,"ihs"
"chr2",25847959,0.437,"ihs"
"chr2",25919960,0.084,"ihs"
"chr2",25991960,0.078,"ihs"
"chr2",26063960,0.188,"ihs"
"chr2",26135961,0.144,"ihs"
"chr2",26207961,0.257,"ihs"
"chr2",26279961,0.8,"ihs"
"chr2",26351961,0.77,"ihs"
"chr2",26423962,0.973,"ihs"
"chr2",26495962,1.006,"ihs"
"chr2",26567962,0.908,"ihs"
"chr2",26639963,1.005,"ihs"
"chr2",26711963,0.978,"ihs"
"chr2",26783963,1.323,"ihs"
"chr2",26855963,1.484,"ihs"
"chr2",26927964,1.334,"ihs"
"chr2",26999964,0.524,"ihs"
"chr2",27071964,0.158,"ihs"
"chr2",27143965,0.376,"ihs"
"chr2",27215965,0.84,"ihs"
"chr2",27287965,0.028,"ihs"
"chr2",27359965,0.641,"ihs"
"chr2",27431966,0.298,"ihs"
"chr2",27503966,0.327,"ihs"
"chr2",27575966,1.448,"ihs"
"chr2",27647967,0.081,"ihs"
"chr2",27719967,0.444,"ihs"
"chr2",27791967,0.044,"ihs"
"chr2",27863967,0.86,"ihs"
"chr2",27935968,0.434,"ihs"
"chr2",28007968,0.159,"ihs"
"chr2",28079968,0.676,"ihs"
"chr2",28151969,0.616,"ihs"
"chr2",28223969,0.154,"ihs"
"chr2",28295969,0.115,"ihs"
"chr2",28367969,0.117,"ihs"
"chr2",28439970,0.796,"ihs"
"chr2",28511970,0.42,"ihs"
"chr2",28583970,0.263,"ihs"
"chr2",28655971,0.583,"ihs"
"chr2",28727971,0.247,"ihs"
"chr2",28799971,0.671,"ihs"
"chr2",28871971,0.08,"ihs"
"chr2",28943972,0.959,"ihs"
"chr2",29015972,0.02,"ihs"
"chr2",29087972,0.146,"ihs"
"chr2",29159973,1.237,"ihs"
"chr2",29231973,0.132,"ihs"
"chr2",29303973,0.086,"ihs"
"chr2",29375974,0.65,"ihs"
"chr2",29447974,0.847,"ihs"
"chr2",29519974,0.813,"ihs"
"chr2",29591974,0.676,"ihs"
"chr2",29663975,0.92,"ihs"
"chr2",29735975,2.036,"ihs"
"chr2",29807975,0.754,"ihs"
"chr2",29879976,1.123,"ihs"
"chr2",29951976,0.972,"ihs"
"chr2",30023976,0.461,"ihs"
"chr2",30095976,0.782,"ihs"
"chr2",30167977,0.02,"ihs"
"chr2",30239977,0.252,"ihs"
"chr2",30311977,0.332,"ihs"
"chr2",30383978,0.248,"ihs"
"chr2",30455978,0.428,"ihs"
"chr2",30527978,0.415,"ihs"
"chr2",30599978,1.081,"ihs"
"chr2",30671979,0.648,"ihs"
"chr2",30743979,0.83,"ihs"
"chr2",30815979,0.688,"ihs"
"chr2",30887980,0.689,"ihs"
"chr2",30959980,0.305,"ihs"
"chr2",31031980,0.246,"ihs"
"chr2",31103980,0.695,"ihs"
"chr2",31175981,0.06,"ihs"
"chr2",31247981,0.217,"ihs"
"chr2",31319981,0.215,"ihs"
"chr2",31391982,1.099,"ihs"
"chr2",31463982,0.295,"ihs"
"chr2",31535982,0.636,"ihs"
"chr2",31607982,0.981,"ihs"
"chr2",31679983,0.681,"ihs"
"chr2",31751983,0.984,"ihs"
"chr2",31823983,0.158,"ihs"
"chr2",31895984,0.461,"ihs"
"chr2",31967984,0.639,"ihs"
"chr2",32039984,0.301,"ihs"
"chr2",32111984,0.439,"ihs"
"chr2",32183985,0.099,"ihs"
"chr2",32255985,0.615,"ihs"
"chr2",32327985,0.44,"ihs"
"chr2",32399986,0.467,"ihs"
"chr2",32471986,0.47,"ihs"
"chr2",32543986,0.451,"ihs"
"chr2",32615986,0.093,"ihs"
"chr2",32687987,0.579,"ihs"
"chr2",32759987,0.427,"ihs"
"chr2",32831987,0.156,"ihs"
"chr2",32903988,0.093,"ihs"
"chr2",32975988,0.036,"ihs"
"chr2",33047988,0.824,"ihs"
"chr2",33119988,0.732,"ihs"
"chr2",33191989,0.482,"ihs"
"chr2",33263989,1.34,"ihs"
"chr2",33335989,1.1,"ihs"
"chr2",33407990,1.239,"ihs"
"chr2",33479990,1.648,"ihs"
"chr2",33551990,0.752,"ihs"
"chr2",33623990,0.791,"ihs"
"chr2",33695991,1.15,"ihs"
"chr2",33767991,0.596,"ihs"
"chr2",33839991,0.152,"ihs"
"chr2",33911992,0.51,"ihs"
"chr2",33983992,0.077,"ihs"
"chr2",34055992,0.307,"ihs"
"chr2",34127993,0.275,"ihs"
"chr2",34199993,0.44,"ihs"
"chr2",34271993,0.424,"ihs"
"chr2",34343993,0.613,"ihs"
"chr2",34415994,0.662,"ihs"
"chr2",34487994,0.561,"ihs"
"chr2",34559994,0.856,"ihs"
"chr2",34631995,0.526,"ihs"
"chr2",34703995,0.459,"ihs"
"chr2",34775995,0.023,"ihs"
"chr2",34847995,0.644,"ihs"
"chr2",34919996,0.06,"ihs"
"chr2",34991996,0.333,"ihs"
"chr2",35063996,0.888,"ihs"
"chr2",35135997,0.105,"ihs"
"chr2",35207997,0.796,"ihs"
"chr2",35279997,0.855,"ihs"
"chr2",35351997,0.473,"ihs"
"chr2",35423998,0.122,"ihs"
"chr2",35495998,0.16,"ihs"
"chr2",35567998,0.192,"ihs"
"chr2",35639999,0.218,"ihs"
"chr2",35711999,0.172,"ihs"
"chr2",35783999,0.197,"ihs"
"chr2",35855999,0.105,"ihs"
"chr2",35928000,0.202,"ihs"
"chr2",3.6e+07,0.105,"ihs"
"chr3",75848,3.019,"xpclr"
"chr3",151849,2.832,"xpclr"
"chr3",227849,5.281,"xpclr"
"chr3",303849,3.629,"xpclr"
"chr3",379850,2.419,"xpclr"
"chr3",455850,2.992,"xpclr"
"chr3",531850,4.026,"xpclr"
"chr3",607850,5.884,"xpclr"
"chr3",683851,11.448,"xpclr"
"chr3",759851,8.267,"xpclr"
"chr3",835851,5.971,"xpclr"
"chr3",911852,2.691,"xpclr"
"chr3",987852,2.997,"xpclr"
"chr3",1063852,2.75,"xpclr"
"chr3",1139853,2.241,"xpclr"
"chr3",1215853,2.569,"xpclr"
"chr3",1291853,2.352,"xpclr"
"chr3",1367853,1.607,"xpclr"
"chr3",1443854,1.336,"xpclr"
"chr3",1519854,1.603,"xpclr"
"chr3",1595854,1.702,"xpclr"
"chr3",1671855,1.486,"xpclr"
"chr3",1747855,1.756,"xpclr"
"chr3",1823855,3.734,"xpclr"
"chr3",1899856,6.386,"xpclr"
"chr3",1975856,4.912,"xpclr"
"chr3",2051856,5.841,"xpclr"
"chr3",2127857,5.119,"xpclr"
"chr3",2203857,3.66,"xpclr"
"chr3",2279857,4.231,"xpclr"
"chr3",2355857,3.729,"xpclr"
"chr3",2431858,7.49,"xpclr"
"chr3",2507858,4.376,"xpclr"
"chr3",2583858,3.289,"xpclr"
"chr3",2659859,3.055,"xpclr"
"chr3",2735859,3.569,"xpclr"
"chr3",2811859,2.316,"xpclr"
"chr3",2887860,1.594,"xpclr"
"chr3",2963860,1.423,"xpclr"
"chr3",3039860,1.692,"xpclr"
"chr3",3115860,2.16,"xpclr"
"chr3",3191861,2.325,"xpclr"
"chr3",3267861,1.737,"xpclr"
"chr3",3343861,3.136,"xpclr"
"chr3",3419862,1.94,"xpclr"
"chr3",3495862,1.63,"xpclr"
"chr3",3571862,1.621,"xpclr"
"chr3",3647863,1.243,"xpclr"
"chr3",3723863,0.858,"xpclr"
"chr3",3799863,0.568,"xpclr"
"chr3",3875864,0.706,"xpclr"
"chr3",3951864,1.662,"xpclr"
"chr3",4027864,2.078,"xpclr"
"chr3",4103864,2.729,"xpclr"
"chr3",4179865,1.871,"xpclr"
"chr3",4255865,2.53,"xpclr"
"chr3",4331865,2.68,"xpclr"
"chr3",4407866,2.375,"xpclr"
"chr3",4483866,2.163,"xpclr"
"chr3",4559866,3.091,"xpclr"
"chr3",4635867,6.018,"xpclr"
"chr3",4711867,7.681,"xpclr"
"chr3",4787867,7.25,"xpclr"
"chr3",4863867,4.7,"xpclr"
"chr3",4939868,3.802,"xpclr"
"chr3",5015868,2.503,"xpclr"
"chr3",5091868,1.676,"xpclr"
"chr3",5167869,1.57,"xpclr"
"chr3",5243869,1.997,"xpclr"
"chr3",5319869,2.356,"xpclr"
"chr3",5395870,3.234,"xpclr"
"chr3",5471870,3.768,"xpclr"
"chr3",5547870,5.184,"xpclr"
"chr3",5623870,4.355,"xpclr"
"chr3",5699871,4.31,"xpclr"
"chr3",5775871,4.639,"xpclr"
"chr3",5851871,6.706,"xpclr"
"chr3",5927872,4.135,"xpclr"
"chr3",6003872,3.694,"xpclr"
"chr3",6079872,6.324,"xpclr"
"chr3",6155873,4.833,"xpclr"
"chr3",6231873,9.532,"xpclr"
"chr3",6307873,11.689,"xpclr"
"chr3",6383874,6.469,"xpclr"
"chr3",6459874,3.734,"xpclr"
"chr3",6535874,2.304,"xpclr"
"chr3",6611874,3.521,"xpclr"
"chr3",6687875,5.23,"xpclr"
"chr3",6763875,3.905,"xpclr"
"chr3",6839875,3.759,"xpclr"
"chr3",6915876,4.145,"xpclr"
"chr3",6991876,4.044,"xpclr"
"chr3",7067876,5.63,"xpclr"
"chr3",7143877,5.549,"xpclr"
"chr3",7219877,6.04,"xpclr"
"chr3",7295877,7.459,"xpclr"
"chr3",7371877,5.762,"xpclr"
"chr3",7447878,5.331,"xpclr"
"chr3",7523878,4.836,"xpclr"
"chr3",7599878,6.074,"xpclr"
"chr3",7675879,3.105,"xpclr"
"chr3",7751879,2.044,"xpclr"
"chr3",7827879,1.166,"xpclr"
"chr3",7903880,1.063,"xpclr"
"chr3",7979880,1.588,"xpclr"
"chr3",8055880,2.007,"xpclr"
"chr3",8131881,1.925,"xpclr"
"chr3",8207881,1.281,"xpclr"
"chr3",8283881,1.408,"xpclr"
"chr3",8359881,1.319,"xpclr"
"chr3",8435882,1.965,"xpclr"
"chr3",8511882,2.324,"xpclr"
"chr3",8587882,1.763,"xpclr"
"chr3",8663883,0.952,"xpclr"
"chr3",8739883,1.116,"xpclr"
"chr3",8815883,1.15,"xpclr"
"chr3",8891884,1.512,"xpclr"
"chr3",8967884,1.255,"xpclr"
"chr3",9043884,1.41,"xpclr"
"chr3",9119884,1.289,"xpclr"
"chr3",9195885,1.302,"xpclr"
"chr3",9271885,1.461,"xpclr"
"chr3",9347885,1.955,"xpclr"
"chr3",9423886,2.468,"xpclr"
"chr3",9499886,1.42,"xpclr"
"chr3",9575886,0.853,"xpclr"
"chr3",9651887,0.56,"xpclr"
"chr3",9727887,0.651,"xpclr"
"chr3",9803887,0.698,"xpclr"
"chr3",9879888,0.675,"xpclr"
"chr3",9955888,0.642,"xpclr"
"chr3",10031888,0.776,"xpclr"
"chr3",10107888,0.916,"xpclr"
"chr3",10183889,1.053,"xpclr"
"chr3",10259889,1.405,"xpclr"
"chr3",10335889,1.374,"xpclr"
"chr3",10411890,0.779,"xpclr"
"chr3",10487890,0.815,"xpclr"
"chr3",10563890,0.535,"xpclr"
"chr3",10639891,0.98,"xpclr"
"chr3",10715891,0.7,"xpclr"
"chr3",10791891,0.746,"xpclr"
"chr3",10867891,0.703,"xpclr"
"chr3",10943892,0.638,"xpclr"
"chr3",11019892,0.568,"xpclr"
"chr3",11095892,0.645,"xpclr"
"chr3",11171893,1.212,"xpclr"
"chr3",11247893,0.965,"xpclr"
"chr3",11323893,0.83,"xpclr"
