"chr","pos","stat","value"
"chr2",30689967,"fst",0.0464
"chr2",30779967,"fst",0.0488
"chr2",30869968,"fst",8e-04
"chr2",30959968,"fst",0.0192
"chr2",31049969,"fst",0.0085
"chr2",31139970,"fst",0.0112
"chr2",31229970,"fst",0.0536
"chr2",31319971,"fst",0.0745
"chr2",31409971,"fst",0.0999
"chr2",31499972,"fst",0.1066
"chr2",31589972,"fst",0.079
"chr2",31679973,"fst",0.0799
"chr2",31769974,"fst",0.0611
"chr2",31859974,"fst",0.0922
"chr2",31949975,"fst",0.117
"chr2",32039975,"fst",0.1358
"chr2",32129976,"fst",0.104
"chr2",32219976,"fst",0.034
"chr2",32309977,"fst",0.0111
"chr2",32399977,"fst",0.0441
"chr2",32489978,"fst",0
"chr2",32579979,"fst",0.0054
"chr2",32669979,"fst",0
"chr2",32759980,"fst",0
"chr2",32849980,"fst",0.0203
"chr2",32939981,"fst",0.0193
"chr2",33029981,"fst",0.044
"chr2",33119982,"fst",0.0973
"chr2",33209983,"fst",0.0862
"chr2",33299983,"fst",0.0626
"chr2",33389984,"fst",0.0538
"chr2",33479984,"fst",0.0293
"chr2",33569985,"fst",0
"chr2",33659985,"fst",0.0033
"chr2",33749986,"fst",0.0435
"chr2",33839986,"fst",0.0067
"chr2",33929987,"fst",0
"chr2",34019988,"fst",0.0413
"chr2",34109988,"fst",0.0625
"chr2",34199989,"fst",0.0213
"chr2",34289989,"fst",0.0168
"chr2",34379990,"fst",0
"chr2",34469990,"fst",0.0064
"chr2",34559991,"fst",0.0303
"chr2",34649992,"fst",0.056
"chr2",34739992,"fst",0.1052
"chr2",34829993,"fst",0.0924
"chr2",34919993,"fst",0.1163
"chr2",35009994,"fst",0.0908
"chr2",35099994,"fst",0.1161
"chr2",35189995,"fst",0.1042
"chr2",35279995,"fst",0.1304
"chr2",35369996,"fst",0.1689
"chr2",35459997,"fst",0.123
"chr2",35549997,"fst",0.1367
"chr2",35639998,"fst",0.1638
"chr2",35729998,"fst",0.1323
"chr2",35819999,"fst",0.1496
"chr2",35909999,"fst",0.1554
"chr2",3.6e+07,"fst",0.0994
"chr2",89776,"pi",4.4444
"chr2",179776,"pi",4.226
"chr2",269777,"pi",4.3244
"chr2",359777,"pi",5.6485
"chr2",449778,"pi",5.3871
"chr2",539778,"pi",5.0314
"chr2",629779,"pi",5.3612
"chr2",719779,"pi",5.3925
"chr2",809780,"pi",5.3396
"chr2",899781,"pi",3.8152
"chr2",989781,"pi",4.3239
"chr2",1079782,"pi",4.1095
"chr2",1169782,"pi",4.0039
"chr2",1259783,"pi",4.3071
"chr2",1349783,"pi",3.4842
"chr2",1439784,"pi",2.815
"chr2",1529785,"pi",4.1617
"chr2",1619785,"pi",5.2083
"chr2",1709786,"pi",5.1738
"chr2",1799786,"pi",4.9852
"chr2",1889787,"pi",3.774
"chr2",1979787,"pi",3.0871
"chr2",2069788,"pi",3.0792
"chr2",2159788,"pi",4.161
"chr2",2249789,"pi",5.3489
"chr2",2339790,"pi",4.8511
"chr2",2429790,"pi",4.9873
"chr2",2519791,"pi",4.3522
"chr2",2609791,"pi",4.4713
"chr2",2699792,"pi",5.5458
"chr2",2789792,"pi",6.0641
"chr2",2879793,"pi",5.2331
"chr2",2969794,"pi",4.6753
"chr2",3059794,"pi",4.7344
"chr2",3149795,"pi",3.8918
"chr2",3239795,"pi",4.2741
"chr2",3329796,"pi",3.741
"chr2",3419796,"pi",3.9802
"chr2",3509797,"pi",4.6369
"chr2",3599797,"pi",4.7918
"chr2",3689798,"pi",5.3092
"chr2",3779799,"pi",4.5997
"chr2",3869799,"pi",5.2519
"chr2",3959800,"pi",6.2859
"chr2",4049800,"pi",6.7761
"chr2",4139801,"pi",6.1048
"chr2",4229801,"pi",5.775
"chr2",4319802,"pi",5.0463
"chr2",4409803,"pi",4.1095
"chr2",4499803,"pi",4.0016
"chr2",4589804,"pi",5.5277
"chr2",4679804,"pi",5.6822
"chr2",4769805,"pi",6.2308
"chr2",4859805,"pi",6.0418
"chr2",4949806,"pi",5.6039
"chr2",5039806,"pi",5.7855
"chr2",5129807,"pi",4.2282
"chr2",5219808,"pi",4.0973
"chr2",5309808,"pi",3.5498
"chr2",5399809,"pi",4.336
"chr2",5489809,"pi",3.4139
"chr2",5579810,"pi",2.8096
"chr2",5669810,"pi",3.1894
"chr2",5759811,"pi",3.6731
"chr2",5849812,"pi",2.4238
"chr2",5939812,"pi",1.9756
"chr2",6029813,"pi",1.7488
"chr2",6119813,"pi",1.5461
"chr2",6209814,"pi",1.3762
"chr2",6299814,"pi",1.6077
"chr2",6389815,"pi",3.1109
"chr2",6479815,"pi",3.4538
"chr2",6569816,"pi",3.6182
"chr2",6659817,"pi",3.3225
"chr2",6749817,"pi",3.5529
"chr2",6839818,"pi",3.831
"chr2",6929818,"pi",4.6003
"chr2",7019819,"pi",4.2825
"chr2",7109819,"pi",3.9205
"chr2",7199820,"pi",3.6624
"chr2",7289821,"pi",4.0024
"chr2",7379821,"pi",3.8111
"chr2",7469822,"pi",3.6214
"chr2",7559822,"pi",2.9483
"chr2",7649823,"pi",3.0867
"chr2",7739823,"pi",3.4277
"chr2",7829824,"pi",3.4013
"chr2",7919824,"pi",3.1721
"chr2",8009825,"pi",3.7584
"chr2",8099826,"pi",3.8532
"chr2",8189826,"pi",4.1921
"chr2",8279827,"pi",3.4677
"chr2",8369827,"pi",3.0948
"chr2",8459828,"pi",3.286
"chr2",8549828,"pi",3.1178
"chr2",8639829,"pi",2.9846
"chr2",8729830,"pi",3.0785
"chr2",8819830,"pi",3.7414
"chr2",8909831,"pi",4.263
"chr2",8999831,"pi",4.3311
"chr2",9089832,"pi",4.3261
"chr2",9179832,"pi",4.4813
"chr2",9269833,"pi",5.3118
"chr2",9359833,"pi",6.0398
"chr2",9449834,"pi",5.467
"chr2",9539835,"pi",5.8538
"chr2",9629835,"pi",5.8963
"chr2",9719836,"pi",5.572
"chr2",9809836,"pi",5.9515
"chr2",9899837,"pi",5.7779
"chr2",9989837,"pi",5.682
"chr2",10079838,"pi",6.9788
"chr2",10169839,"pi",6.9133
"chr2",10259839,"pi",7.2538
"chr2",10349840,"pi",6.0082
"chr2",10439840,"pi",5.2231
"chr2",10529841,"pi",5.1494
"chr2",10619841,"pi",5.391
"chr2",10709842,"pi",5.7461
"chr2",10799842,"pi",5.779
"chr2",10889843,"pi",6.0151
"chr2",10979844,"pi",5.8468
"chr2",11069844,"pi",5.7263
"chr2",11159845,"pi",4.4552
"chr2",11249845,"pi",4.5676
"chr2",11339846,"pi",4.0636
"chr2",11429846,"pi",4.0037
"chr2",11519847,"pi",4.1984
"chr2",11609848,"pi",4.1079
"chr2",11699848,"pi",4.7818
"chr2",11789849,"pi",4.4831
"chr2",11879849,"pi",4.2613
"chr2",11969850,"pi",4.342
"chr2",12059850,"pi",4.3025
"chr2",12149851,"pi",4.3097
"chr2",12239851,"pi",4.3786
"chr2",12329852,"pi",3.9021
"chr2",12419853,"pi",3.8842
"chr2",12509853,"pi",3.1804
"chr2",12599854,"pi",2.5225
"chr2",12689854,"pi",3.0168
"chr2",12779855,"pi",3.5115
"chr2",12869855,"pi",4.3279
"chr2",12959856,"pi",4.2766
"chr2",13049857,"pi",3.7275
"chr2",13139857,"pi",3.6469
"chr2",13229858,"pi",4.7862
"chr2",13319858,"pi",4.4018
"chr2",13409859,"pi",6.0475
"chr2",13499859,"pi",6.0591
"chr2",13589860,"pi",6.7056
"chr2",13679860,"pi",6.6099
"chr2",13769861,"pi",5.7394
"chr2",13859862,"pi",5.9227
"chr2",13949862,"pi",5.4531
"chr2",14039863,"pi",5.2219
"chr2",14129863,"pi",4.8915
"chr2",14219864,"pi",4.2196
"chr2",14309864,"pi",5.5788
"chr2",14399865,"pi",5.1408
"chr2",14489866,"pi",4.1851
"chr2",14579866,"pi",4.5396
"chr2",14669867,"pi",3.9396
"chr2",14759867,"pi",4.3071
"chr2",14849868,"pi",5.1998
"chr2",14939868,"pi",4.8558
"chr2",15029869,"pi",4.9178
"chr2",15119869,"pi",5.0184
"chr2",15209870,"pi",5.1192
"chr2",15299871,"pi",4.2919
"chr2",15389871,"pi",4.6411
"chr2",15479872,"pi",4.5404
"chr2",15569872,"pi",5.0887
"chr2",15659873,"pi",4.6158
"chr2",15749873,"pi",5.3688
"chr2",15839874,"pi",4.964
"chr2",15929875,"pi",4.8792
"chr2",16019875,"pi",4.1188
"chr2",16109876,"pi",4.2199
"chr2",16199876,"pi",4.1205
"chr2",16289877,"pi",3.7329
"chr2",16379877,"pi",3.3864
"chr2",16469878,"pi",4.6818
"chr2",16559878,"pi",4.206
"chr2",16649879,"pi",3.7536
"chr2",16739880,"pi",4.1216
"chr2",16829880,"pi",3.9141
"chr2",16919881,"pi",4.182
"chr2",17009881,"pi",4.176
"chr2",17099882,"pi",5.4076
"chr2",17189882,"pi",5.282
"chr2",17279883,"pi",4.2032
"chr2",17369884,"pi",4.715
"chr2",17459884,"pi",5.108
"chr2",17549885,"pi",4.9257
"chr2",17639885,"pi",4.9606
"chr2",17729886,"pi",4.7973
"chr2",17819886,"pi",4.6798
"chr2",17909887,"pi",4.1814
"chr2",17999887,"pi",4.4782
"chr2",18089888,"pi",5.4578
"chr2",18179889,"pi",5.0413
"chr2",18269889,"pi",3.9752
"chr2",18359890,"pi",3.4174
"chr2",18449890,"pi",4.2642
"chr2",18539891,"pi",4.8626
"chr2",18629891,"pi",4.5115
"chr2",18719892,"pi",4.435
"chr2",18809893,"pi",3.7771
"chr2",18899893,"pi",4.3746
"chr2",18989894,"pi",3.7126
"chr2",19079894,"pi",3.3212
"chr2",19169895,"pi",3.9591
"chr2",19259895,"pi",4.2636
"chr2",19349896,"pi",4.8813
"chr2",19439896,"pi",4.9897
"chr2",19529897,"pi",5.207
"chr2",19619898,"pi",4.9657
"chr2",19709898,"pi",4.2911
"chr2",19799899,"pi",4.2485
"chr2",19889899,"pi",4.0755
"chr2",19979900,"pi",3.9432
"chr2",20069900,"pi",3.4104
"chr2",20159901,"pi",3.2114
"chr2",20249902,"pi",2.9138
"chr2",20339902,"pi",4.6228
"chr2",20429903,"pi",4.4209
"chr2",20519903,"pi",5.0957
"chr2",20609904,"pi",5.2495
"chr2",20699904,"pi",5.0067
"chr2",20789905,"pi",5.1992
"chr2",20879905,"pi",5.3574
"chr2",20969906,"pi",4.7936
"chr2",21059907,"pi",5.9747
"chr2",21149907,"pi",6.0679
"chr2",21239908,"pi",6.734
"chr2",21329908,"pi",5.6634
"chr2",21419909,"pi",5.0907
"chr2",21509909,"pi",4.9473
"chr2",21599910,"pi",3.9763
"chr2",21689911,"pi",3.9332
"chr2",21779911,"pi",3.2339
"chr2",21869912,"pi",3.5742
"chr2",21959912,"pi",5.202
"chr2",22049913,"pi",4.1367
"chr2",22139913,"pi",4.1071
"chr2",22229914,"pi",3.0937
"chr2",22319914,"pi",4.1573
"chr2",22409915,"pi",3.9191
"chr2",22499916,"pi",4.6901
"chr2",22589916,"pi",3.9552
"chr2",22679917,"pi",4.1366
"chr2",22769917,"pi",4.653
"chr2",22859918,"pi",5.4462
"chr2",22949918,"pi",5.3242
"chr2",23039919,"pi",5.8176
"chr2",23129920,"pi",5.8438
"chr2",23219920,"pi",6.1711
"chr2",23309921,"pi",6.4787
"chr2",23399921,"pi",5.552
"chr2",23489922,"pi",5.7655
"chr2",23579922,"pi",5.7971
"chr2",23669923,"pi",5.9027
"chr2",23759923,"pi",5.7267
"chr2",23849924,"pi",4.7096
"chr2",23939925,"pi",4.9554
"chr2",24029925,"pi",4.5244
"chr2",24119926,"pi",4.1135
"chr2",24209926,"pi",4.6142
"chr2",24299927,"pi",4.2978
"chr2",24389927,"pi",4.83
"chr2",24479928,"pi",5.1964
"chr2",24569929,"pi",5.5355
"chr2",24659929,"pi",6.0035
"chr2",24749930,"pi",5.2946
"chr2",24839930,"pi",4.9661
"chr2",24929931,"pi",4.6661
"chr2",25019931,"pi",5.7194
"chr2",25109932,"pi",5.7438
"chr2",25199932,"pi",5.6176
"chr2",25289933,"pi",6.2256
"chr2",25379934,"pi",6.0116
"chr2",25469934,"pi",6.7752
"chr2",25559935,"pi",6.2108
"chr2",25649935,"pi",6.4744
"chr2",25739936,"pi",7.6935
"chr2",25829936,"pi",7.5431
"chr2",25919937,"pi",7.5351
"chr2",26009938,"pi",7.647
"chr2",26099938,"pi",6.7883
"chr2",26189939,"pi",5.9603
"chr2",26279939,"pi",6.136
"chr2",26369940,"pi",5.2122
"chr2",26459940,"pi",4.4695
"chr2",26549941,"pi",5.2512
"chr2",26639941,"pi",4.9082
"chr2",26729942,"pi",4.451
"chr2",26819943,"pi",4.2875
"chr2",26909943,"pi",4.5271
"chr2",26999944,"pi",5.132
"chr2",27089944,"pi",4.6362
"chr2",27179945,"pi",4.4428
"chr2",27269945,"pi",4.5065
"chr2",27359946,"pi",4.5885
"chr2",27449947,"pi",4.419
"chr2",27539947,"pi",4.0077
"chr2",27629948,"pi",4.5465
"chr2",27719948,"pi",4.6542
"chr2",27809949,"pi",4.9432
"chr2",27899949,"pi",4.1234
"chr2",27989950,"pi",3.4938
"chr2",28079950,"pi",4.1414
"chr2",28169951,"pi",4.2628
"chr2",28259952,"pi",4.2317
"chr2",28349952,"pi",4.0114
"chr2",28439953,"pi",4.4852
"chr2",28529953,"pi",4.7377
"chr2",28619954,"pi",4.3568
"chr2",28709954,"pi",4.3453
"chr2",28799955,"pi",5.0394
"chr2",28889956,"pi",4.8424
"chr2",28979956,"pi",4.5564
"chr2",29069957,"pi",4.8976
"chr2",29159957,"pi",3.6653
"chr2",29249958,"pi",4.6358
"chr2",29339958,"pi",3.2409
"chr2",29429959,"pi",2.7594
"chr2",29519959,"pi",2.4894
"chr2",29609960,"pi",2.5707
"chr2",29699961,"pi",3.5683
"chr2",29789961,"pi",3.1114
"chr2",29879962,"pi",3.305
"chr2",29969962,"pi",3.5525
"chr2",30059963,"pi",3.6777
"chr2",30149963,"pi",2.9895
"chr2",30239964,"pi",3.4687
"chr2",30329965,"pi",3.6807
"chr2",30419965,"pi",3.3431
"chr2",30509966,"pi",3.4388
"chr2",30599966,"pi",3.2653
"chr2",30689967,"pi",3.5156
"chr2",30779967,"pi",3.5533
"chr2",30869968,"pi",2.7986
"chr2",30959968,"pi",3.0871
"chr2",31049969,"pi",2.9192
"chr2",31139970,"pi",2.9613
"chr2",31229970,"pi",3.6284
"chr2",31319971,"pi",3.9565
"chr2",31409971,"pi",4.3559
"chr2",31499972,"pi",4.4602
"chr2",31589972,"pi",4.0272
"chr2",31679973,"pi",4.0411
"chr2",31769974,"pi",3.7466
"chr2",31859974,"pi",4.235
"chr2",31949975,"pi",4.6236
"chr2",32039975,"pi",4.9191
"chr2",32129976,"pi",4.4206
"chr2",32219976,"pi",3.3199
"chr2",32309977,"pi",2.9601
"chr2",32399977,"pi",3.4779
"chr2",32489978,"pi",2.6359
"chr2",32579979,"pi",2.8703
"chr2",32669979,"pi",2.6415
"chr2",32759980,"pi",2.7081
"chr2",32849980,"pi",3.1054
"chr2",32939981,"pi",3.0888
"chr2",33029981,"pi",3.4765
"chr2",33119982,"pi",4.3142
"chr2",33209983,"pi",4.1401
"chr2",33299983,"pi",3.7697
"chr2",33389984,"pi",3.6314
"chr2",33479984,"pi",3.2469
"chr2",33569985,"pi",2.7554
"chr2",33659985,"pi",2.8368
"chr2",33749986,"pi",3.4691
"chr2",33839986,"pi",2.8905
"chr2",33929987,"pi",2.5687
"chr2",34019988,"pi",3.4349
"chr2",34109988,"pi",3.7676
"chr2",34199989,"pi",3.1203
"chr2",34289989,"pi",3.0503
"chr2",34379990,"pi",2.4675
"chr2",34469990,"pi",2.8858
"chr2",34559991,"pi",3.2624
"chr2",34649992,"pi",3.6655
"chr2",34739992,"pi",4.4389
"chr2",34829993,"pi",4.2378
"chr2",34919993,"pi",4.6136
"chr2",35009994,"pi",4.2133
"chr2",35099994,"pi",4.6109
"chr2",35189995,"pi",4.4238
"chr2",35279995,"pi",4.8343
"chr2",35369996,"pi",5.4391
"chr2",35459997,"pi",4.7184
"chr2",35549997,"pi",4.9345
"chr2",35639998,"pi",5.3591
"chr2",35729998,"pi",4.8641
"chr2",35819999,"pi",5.137
"chr2",35909999,"pi",5.2275
"chr2",3.6e+07,"pi",4.3481
"chr2",89776,"tajima",0.4389
"chr2",179776,"tajima",0.1808
"chr2",269777,"tajima",0.297
"chr2",359777,"tajima",1.8618
"chr2",449778,"tajima",1.553
"chr2",539778,"tajima",1.1326
"chr2",629779,"tajima",1.5224
"chr2",719779,"tajima",1.5593
"chr2",809780,"tajima",1.4968
"chr2",899781,"tajima",-0.3048
"chr2",989781,"tajima",0.2964
"chr2",1079782,"tajima",0.0431
"chr2",1169782,"tajima",-0.0818
"chr2",1259783,"tajima",0.2766
"chr2",1349783,"tajima",-0.696
"chr2",1439784,"tajima",-1.4868
"chr2",1529785,"tajima",0.1047
"chr2",1619785,"tajima",1.3417
"chr2",1709786,"tajima",1.3008
"chr2",1799786,"tajima",1.0779
"chr2",1889787,"tajima",-0.3535
"chr2",1979787,"tajima",-1.1652
"chr2",2069788,"tajima",-1.1746
"chr2",2159788,"tajima",0.104
"chr2",2249789,"tajima",1.5078
"chr2",2339790,"tajima",0.9195
"chr2",2429790,"tajima",1.0804
"chr2",2519791,"tajima",0.3299
"chr2",2609791,"tajima",0.4706
"chr2",2699792,"tajima",1.7405
"chr2",2789792,"tajima",2.353
"chr2",2879793,"tajima",1.371
"chr2",2969794,"tajima",0.7117
"chr2",3059794,"tajima",0.7815
"chr2",3149795,"tajima",-0.2142
"chr2",3239795,"tajima",0.2376
"chr2",3329796,"tajima",-0.3924
"chr2",3419796,"tajima",-0.1098
"chr2",3509797,"tajima",0.6664
"chr2",3599797,"tajima",0.8494
"chr2",3689798,"tajima",1.4609
"chr2",3779799,"tajima",0.6223
"chr2",3869799,"tajima",1.3932
"chr2",3959800,"tajima",2.6151
"chr2",4049800,"tajima",3
"chr2",4139801,"tajima",2.4011
"chr2",4229801,"tajima",2.0114
"chr2",4319802,"tajima",1.1501
"chr2",4409803,"tajima",0.0431
"chr2",4499803,"tajima",-0.0845
"chr2",4589804,"tajima",1.7191
"chr2",4679804,"tajima",1.9017
"chr2",4769805,"tajima",2.55
"chr2",4859805,"tajima",2.3267
"chr2",4949806,"tajima",1.8092
"chr2",5039806,"tajima",2.0238
"chr2",5129807,"tajima",0.1833
"chr2",5219808,"tajima",0.0286
"chr2",5309808,"tajima",-0.6184
"chr2",5399809,"tajima",0.3107
"chr2",5489809,"tajima",-0.779
"chr2",5579810,"tajima",-1.4932
"chr2",5669810,"tajima",-1.0443
"chr2",5759811,"tajima",-0.4727
"chr2",5849812,"tajima",-1.9492
"chr2",5939812,"tajima",-2.4788
"chr2",6029813,"tajima",-2.7469
"chr2",6119813,"tajima",-2.9864
"chr2",6209814,"tajima",-3.1873
"chr2",6299814,"tajima",-2.9136
"chr2",6389815,"tajima",-1.1371
"chr2",6479815,"tajima",-0.7318
"chr2",6569816,"tajima",-0.5376
"chr2",6659817,"tajima",-0.8871
"chr2",6749817,"tajima",-0.6148
"chr2",6839818,"tajima",-0.2861
"chr2",6929818,"tajima",0.6231
"chr2",7019819,"tajima",0.2474
"chr2",7109819,"tajima",-0.1803
"chr2",7199820,"tajima",-0.4853
"chr2",7289821,"tajima",-0.0835
"chr2",7379821,"tajima",-0.3096
"chr2",7469822,"tajima",-0.5338
"chr2",7559822,"tajima",-1.3293
"chr2",7649823,"tajima",-1.1657
"chr2",7739823,"tajima",-0.7628
"chr2",7829824,"tajima",-0.7939
"chr2",7919824,"tajima",-1.0647
"chr2",8009825,"tajima",-0.3719
"chr2",8099826,"tajima",-0.2599
"chr2",8189826,"tajima",0.1407
"chr2",8279827,"tajima",-0.7154
"chr2",8369827,"tajima",-1.1562
"chr2",8459828,"tajima",-0.9302
"chr2",8549828,"tajima",-1.129
"chr2",8639829,"tajima",-1.2864
"chr2",8729830,"tajima",-1.1754
"chr2",8819830,"tajima",-0.392
"chr2",8909831,"tajima",0.2245
"chr2",8999831,"tajima",0.3049
"chr2",9089832,"tajima",0.299
"chr2",9179832,"tajima",0.4825
"chr2",9269833,"tajima",1.4639
"chr2",9359833,"tajima",2.3243
"chr2",9449834,"tajima",1.6474
"chr2",9539835,"tajima",2.1045
"chr2",9629835,"tajima",2.1548
"chr2",9719836,"tajima",1.7714
"chr2",9809836,"tajima",2.22
"chr2",9899837,"tajima",2.0148
"chr2",9989837,"tajima",1.9015
"chr2",10079838,"tajima",3
"chr2",10169839,"tajima",3
"chr2",10259839,"tajima",3
"chr2",10349840,"tajima",2.287
"chr2",10439840,"tajima",1.3591
"chr2",10529841,"tajima",1.272
"chr2",10619841,"tajima",1.5575
"chr2",10709842,"tajima",1.9772
"chr2",10799842,"tajima",2.0161
"chr2",10889843,"tajima",2.2952
"chr2",10979844,"tajima",2.0962
"chr2",11069844,"tajima",1.9538
"chr2",11159845,"tajima",0.4516
"chr2",11249845,"tajima",0.5845
"chr2",11339846,"tajima",-0.0112
"chr2",11429846,"tajima",-0.082
"chr2",11519847,"tajima",0.1481
"chr2",11609848,"tajima",0.0412
"chr2",11699848,"tajima",0.8375
"chr2",11789849,"tajima",0.4846
"chr2",11879849,"tajima",0.2224
"chr2",11969850,"tajima",0.3178
"chr2",12059850,"tajima",0.2711
"chr2",12149851,"tajima",0.2796
"chr2",12239851,"tajima",0.3611
"chr2",12329852,"tajima",-0.202
"chr2",12419853,"tajima",-0.2232
"chr2",12509853,"tajima",-1.0549
"chr2",12599854,"tajima",-1.8325
"chr2",12689854,"tajima",-1.2483
"chr2",12779855,"tajima",-0.6637
"chr2",12869855,"tajima",0.3011
"chr2",12959856,"tajima",0.2406
"chr2",13049857,"tajima",-0.4084
"chr2",13139857,"tajima",-0.5037
"chr2",13229858,"tajima",0.8428
"chr2",13319858,"tajima",0.3885
"chr2",13409859,"tajima",2.3334
"chr2",13499859,"tajima",2.3471
"chr2",13589860,"tajima",3
"chr2",13679860,"tajima",2.9981
"chr2",13769861,"tajima",1.9693
"chr2",13859862,"tajima",2.1859
"chr2",13949862,"tajima",1.631
"chr2",14039863,"tajima",1.3577
"chr2",14129863,"tajima",0.9673
"chr2",14219864,"tajima",0.1732
"chr2",14309864,"tajima",1.7794
"chr2",14399865,"tajima",1.2619
"chr2",14489866,"tajima",0.1324
"chr2",14579866,"tajima",0.5514
"chr2",14669867,"tajima",-0.1577
"chr2",14759867,"tajima",0.2766
"chr2",14849868,"tajima",1.3316
"chr2",14939868,"tajima",0.925
"chr2",15029869,"tajima",0.9983
"chr2",15119869,"tajima",1.1172
"chr2",15209870,"tajima",1.2363
"chr2",15299871,"tajima",0.2586
"chr2",15389871,"tajima",0.6713
"chr2",15479872,"tajima",0.5523
"chr2",15569872,"tajima",1.2002
"chr2",15659873,"tajima",0.6414
"chr2",15749873,"tajima",1.5313
"chr2",15839874,"tajima",1.0529
"chr2",15929875,"tajima",0.9527
"chr2",16019875,"tajima",0.054
"chr2",16109876,"tajima",0.1735
"chr2",16199876,"tajima",0.0561
"chr2",16289877,"tajima",-0.4021
"chr2",16379877,"tajima",-0.8115
"chr2",16469878,"tajima",0.7194
"chr2",16559878,"tajima",0.1571
"chr2",16649879,"tajima",-0.3776
"chr2",16739880,"tajima",0.0574
"chr2",16829880,"tajima",-0.1879
"chr2",16919881,"tajima",0.1288
"chr2",17009881,"tajima",0.1216
"chr2",17099882,"tajima",1.5772
"chr2",17189882,"tajima",1.4287
"chr2",17279883,"tajima",0.1538
"chr2",17369884,"tajima",0.7586
"chr2",17459884,"tajima",1.2231
"chr2",17549885,"tajima",1.0077
"chr2",17639885,"tajima",1.0489
"chr2",17729886,"tajima",0.8559
"chr2",17819886,"tajima",0.717
"chr2",17909887,"tajima",0.128
"chr2",17999887,"tajima",0.4788
"chr2",18089888,"tajima",1.6365
"chr2",18179889,"tajima",1.1442
"chr2",18269889,"tajima",-0.1156
"chr2",18359890,"tajima",-0.7749
"chr2",18449890,"tajima",0.2259
"chr2",18539891,"tajima",0.9331
"chr2",18629891,"tajima",0.5181
"chr2",18719892,"tajima",0.4278
"chr2",18809893,"tajima",-0.3498
"chr2",18899893,"tajima",0.3563
"chr2",18989894,"tajima",-0.4261
"chr2",19079894,"tajima",-0.8886
"chr2",19169895,"tajima",-0.1347
"chr2",19259895,"tajima",0.2252
"chr2",19349896,"tajima",0.9551
"chr2",19439896,"tajima",1.0833
"chr2",19529897,"tajima",1.3401
"chr2",19619898,"tajima",1.0549
"chr2",19709898,"tajima",0.2576
"chr2",19799899,"tajima",0.2073
"chr2",19889899,"tajima",0.0029
"chr2",19979900,"tajima",-0.1535
"chr2",20069900,"tajima",-0.7832
"chr2",20159901,"tajima",-1.0183
"chr2",20249902,"tajima",-1.3701
"chr2",20339902,"tajima",0.6497
"chr2",20429903,"tajima",0.411
"chr2",20519903,"tajima",1.2085
"chr2",20609904,"tajima",1.3903
"chr2",20699904,"tajima",1.1034
"chr2",20789905,"tajima",1.3309
"chr2",20879905,"tajima",1.5178
"chr2",20969906,"tajima",0.8515
"chr2",21059907,"tajima",2.2474
"chr2",21149907,"tajima",2.3575
"chr2",21239908,"tajima",3
"chr2",21329908,"tajima",1.8795
"chr2",21419909,"tajima",1.2027
"chr2",21509909,"tajima",1.0332
"chr2",21599910,"tajima",-0.1144
"chr2",21689911,"tajima",-0.1653
"chr2",21779911,"tajima",-0.9918
"chr2",21869912,"tajima",-0.5896
"chr2",21959912,"tajima",1.3342
"chr2",22049913,"tajima",0.0752
"chr2",22139913,"tajima",0.0403
"chr2",22229914,"tajima",-1.1574
"chr2",22319914,"tajima",0.0996
"chr2",22409915,"tajima",-0.182
"chr2",22499916,"tajima",0.7292
"chr2",22589916,"tajima",-0.1393
"chr2",22679917,"tajima",0.0751
"chr2",22769917,"tajima",0.6854
"chr2",22859918,"tajima",1.6228
"chr2",22949918,"tajima",1.4786
"chr2",23039919,"tajima",2.0617
"chr2",23129920,"tajima",2.0926
"chr2",23219920,"tajima",2.4795
"chr2",23309921,"tajima",2.843
"chr2",23399921,"tajima",1.7479
"chr2",23489922,"tajima",2.0002
"chr2",23579922,"tajima",2.0375
"chr2",23669923,"tajima",2.1623
"chr2",23759923,"tajima",1.9543
"chr2",23849924,"tajima",0.7522
"chr2",23939925,"tajima",1.0428
"chr2",24029925,"tajima",0.5333
"chr2",24119926,"tajima",0.0478
"chr2",24209926,"tajima",0.6395
"chr2",24299927,"tajima",0.2656
"chr2",24389927,"tajima",0.8945
"chr2",24479928,"tajima",1.3275
"chr2",24569929,"tajima",1.7283
"chr2",24659929,"tajima",2.2814
"chr2",24749930,"tajima",1.4436
"chr2",24839930,"tajima",1.0554
"chr2",24929931,"tajima",0.7008
"chr2",25019931,"tajima",1.9456
"chr2",25109932,"tajima",1.9745
"chr2",25199932,"tajima",1.8254
"chr2",25289933,"tajima",2.5438
"chr2",25379934,"tajima",2.2909
"chr2",25469934,"tajima",3
"chr2",25559935,"tajima",2.5264
"chr2",25649935,"tajima",2.838
"chr2",25739936,"tajima",3
"chr2",25829936,"tajima",3
"chr2",25919937,"tajima",3
"chr2",26009938,"tajima",3
"chr2",26099938,"tajima",3
"chr2",26189939,"tajima",2.2304
"chr2",26279939,"tajima",2.4381
"chr2",26369940,"tajima",1.3462
"chr2",26459940,"tajima",0.4685
"chr2",26549941,"tajima",1.3923
"chr2",26639941,"tajima",0.9869
"chr2",26729942,"tajima",0.4466
"chr2",26819943,"tajima",0.2534
"chr2",26909943,"tajima",0.5366
"chr2",26999944,"tajima",1.2515
"chr2",27089944,"tajima",0.6655
"chr2",27179945,"tajima",0.4369
"chr2",27269945,"tajima",0.5123
