"bin_i","bin_j","chr","count"
29,79,"Chr2",5
29,80,"Chr2",5
30,1,"Chr2",1
30,2,"Chr2",1
30,3,"Chr2",5
30,4,"Chr2",5
30,5,"Chr2",5
30,6,"Chr2",7
30,7,"Chr2",9
30,8,"Chr2",3
30,9,"Chr2",11
30,10,"Chr2",14
30,11,"Chr2",14
30,12,"Chr2",15
30,13,"Chr2",19
30,14,"Chr2",17
30,15,"Chr2",12
30,16,"Chr2",9
30,17,"Chr2",8
30,18,"Chr2",5
30,19,"Chr2",6
30,20,"Chr2",5
30,21,"Chr2",6
30,22,"Chr2",5
30,23,"Chr2",2
30,24,"Chr2",3
30,25,"Chr2",440
30,26,"Chr2",708
30,27,"Chr2",1146
30,28,"Chr2",1734
30,29,"Chr2",2743
30,30,"Chr2",4997
30,31,"Chr2",1850
30,32,"Chr2",808
30,33,"Chr2",178
30,34,"Chr2",99
30,35,"Chr2",115
30,36,"Chr2",78
30,37,"Chr2",70
30,38,"Chr2",67
30,39,"Chr2",67
30,40,"Chr2",60
30,41,"Chr2",87
30,42,"Chr2",80
30,43,"Chr2",87
30,44,"Chr2",72
30,45,"Chr2",3
30,46,"Chr2",4
30,47,"Chr2",7
30,48,"Chr2",5
30,49,"Chr2",7
30,50,"Chr2",10
30,51,"Chr2",15
30,52,"Chr2",14
30,53,"Chr2",16
30,54,"Chr2",13
30,55,"Chr2",22
30,56,"Chr2",14
30,57,"Chr2",7
30,58,"Chr2",6
30,59,"Chr2",9
30,60,"Chr2",6
30,61,"Chr2",3
30,62,"Chr2",4
30,63,"Chr2",2
30,64,"Chr2",4
30,65,"Chr2",4
30,66,"Chr2",4
30,67,"Chr2",3
30,68,"Chr2",9
30,69,"Chr2",10
30,70,"Chr2",15
30,71,"Chr2",12
30,72,"Chr2",17
30,73,"Chr2",12
30,74,"Chr2",15
30,75,"Chr2",9
30,76,"Chr2",7
30,77,"Chr2",9
30,78,"Chr2",1
30,79,"Chr2",3
30,80,"Chr2",2
31,1,"Chr2",1
31,2,"Chr2",3
31,3,"Chr2",5
31,4,"Chr2",4
31,5,"Chr2",7
31,6,"Chr2",8
31,7,"Chr2",6
31,8,"Chr2",11
31,9,"Chr2",14
31,10,"Chr2",28
31,11,"Chr2",21
31,12,"Chr2",26
31,13,"Chr2",21
31,14,"Chr2",13
31,15,"Chr2",18
31,16,"Chr2",13
31,17,"Chr2",8
31,18,"Chr2",8
31,19,"Chr2",6
31,20,"Chr2",1
31,21,"Chr2",5
31,22,"Chr2",3
31,23,"Chr2",3
31,24,"Chr2",6
31,25,"Chr2",255
31,26,"Chr2",459
31,27,"Chr2",670
31,28,"Chr2",967
31,29,"Chr2",1298
31,30,"Chr2",1850
31,31,"Chr2",3043
31,32,"Chr2",1076
31,33,"Chr2",175
31,34,"Chr2",117
31,35,"Chr2",102
31,36,"Chr2",79
31,37,"Chr2",83
31,38,"Chr2",67
31,39,"Chr2",69
31,40,"Chr2",55
31,41,"Chr2",100
31,42,"Chr2",84
31,43,"Chr2",80
31,44,"Chr2",78
31,45,"Chr2",6
31,46,"Chr2",3
31,47,"Chr2",4
31,48,"Chr2",8
31,49,"Chr2",9
31,50,"Chr2",6
31,51,"Chr2",10
31,52,"Chr2",19
31,53,"Chr2",18
31,54,"Chr2",15
31,55,"Chr2",26
31,56,"Chr2",11
31,57,"Chr2",9
31,58,"Chr2",9
31,59,"Chr2",7
31,60,"Chr2",8
31,61,"Chr2",8
31,62,"Chr2",4
31,63,"Chr2",5
31,64,"Chr2",6
31,65,"Chr2",5
31,66,"Chr2",6
31,67,"Chr2",7
31,68,"Chr2",10
31,69,"Chr2",11
31,70,"Chr2",20
31,71,"Chr2",21
31,72,"Chr2",19
31,73,"Chr2",20
31,74,"Chr2",18
31,75,"Chr2",16
31,76,"Chr2",7
31,77,"Chr2",13
31,78,"Chr2",4
31,79,"Chr2",3
31,80,"Chr2",5
32,1,"Chr2",1
32,2,"Chr2",2
32,3,"Chr2",8
32,4,"Chr2",7
32,5,"Chr2",7
32,6,"Chr2",6
32,7,"Chr2",12
32,8,"Chr2",16
32,9,"Chr2",22
32,10,"Chr2",14
32,11,"Chr2",22
32,12,"Chr2",17
32,13,"Chr2",20
32,14,"Chr2",17
32,15,"Chr2",17
32,16,"Chr2",23
32,17,"Chr2",10
32,18,"Chr2",4
32,19,"Chr2",5
32,20,"Chr2",6
32,21,"Chr2",1
32,22,"Chr2",2
32,23,"Chr2",3
32,24,"Chr2",4
32,25,"Chr2",213
32,26,"Chr2",274
32,27,"Chr2",395
32,28,"Chr2",508
32,29,"Chr2",639
32,30,"Chr2",808
32,31,"Chr2",1076
32,32,"Chr2",1818
32,33,"Chr2",221
32,34,"Chr2",162
32,35,"Chr2",137
32,36,"Chr2",101
32,37,"Chr2",77
32,38,"Chr2",87
32,39,"Chr2",83
32,40,"Chr2",80
32,41,"Chr2",132
32,42,"Chr2",113
32,43,"Chr2",95
32,44,"Chr2",76
32,45,"Chr2",4
32,46,"Chr2",6
32,47,"Chr2",4
32,48,"Chr2",7
32,49,"Chr2",14
32,50,"Chr2",14
32,51,"Chr2",16
32,52,"Chr2",25
32,53,"Chr2",22
32,54,"Chr2",32
32,55,"Chr2",40
32,56,"Chr2",13
32,57,"Chr2",18
32,58,"Chr2",15
32,59,"Chr2",7
32,60,"Chr2",11
32,61,"Chr2",6
32,62,"Chr2",6
32,63,"Chr2",5
32,64,"Chr2",7
32,65,"Chr2",4
32,66,"Chr2",7
32,67,"Chr2",9
32,68,"Chr2",18
32,69,"Chr2",18
32,70,"Chr2",18
32,71,"Chr2",20
32,72,"Chr2",25
32,73,"Chr2",19
32,74,"Chr2",25
32,75,"Chr2",9
32,76,"Chr2",11
32,77,"Chr2",8
32,78,"Chr2",11
32,79,"Chr2",7
32,80,"Chr2",5
33,1,"Chr2",4
33,2,"Chr2",4
33,3,"Chr2",2
33,4,"Chr2",4
33,5,"Chr2",6
33,6,"Chr2",4
33,7,"Chr2",9
33,8,"Chr2",17
33,9,"Chr2",22
33,10,"Chr2",16
33,11,"Chr2",13
33,12,"Chr2",31
33,13,"Chr2",28
33,14,"Chr2",23
33,15,"Chr2",18
33,16,"Chr2",10
33,17,"Chr2",5
33,18,"Chr2",5
33,19,"Chr2",2
33,20,"Chr2",4
33,21,"Chr2",3
33,22,"Chr2",6
33,23,"Chr2",3
33,24,"Chr2",10
33,25,"Chr2",84
33,26,"Chr2",94
33,27,"Chr2",113
33,28,"Chr2",117
33,29,"Chr2",147
33,30,"Chr2",178
33,31,"Chr2",175
33,32,"Chr2",221
33,33,"Chr2",1614
33,34,"Chr2",740
33,35,"Chr2",466
33,36,"Chr2",363
33,37,"Chr2",273
33,38,"Chr2",197
33,39,"Chr2",182
33,40,"Chr2",176
33,41,"Chr2",83
33,42,"Chr2",69
33,43,"Chr2",53
33,44,"Chr2",45
33,45,"Chr2",3
33,46,"Chr2",5
33,47,"Chr2",7
33,48,"Chr2",11
33,49,"Chr2",11
33,50,"Chr2",16
33,51,"Chr2",19
33,52,"Chr2",25
33,53,"Chr2",29
33,54,"Chr2",20
33,55,"Chr2",33
33,56,"Chr2",24
33,57,"Chr2",20
33,58,"Chr2",18
33,59,"Chr2",8
33,60,"Chr2",8
33,61,"Chr2",3
33,62,"Chr2",7
33,63,"Chr2",4
33,64,"Chr2",2
33,65,"Chr2",8
33,66,"Chr2",5
33,67,"Chr2",9
33,68,"Chr2",13
33,69,"Chr2",22
33,70,"Chr2",33
33,71,"Chr2",31
33,72,"Chr2",24
33,73,"Chr2",34
33,74,"Chr2",27
33,75,"Chr2",16
33,76,"Chr2",14
33,77,"Chr2",14
33,78,"Chr2",11
33,79,"Chr2",2
33,80,"Chr2",1
34,1,"Chr2",3
34,2,"Chr2",2
34,3,"Chr2",5
34,4,"Chr2",5
34,5,"Chr2",7
34,6,"Chr2",7
34,7,"Chr2",12
34,8,"Chr2",18
34,9,"Chr2",22
34,10,"Chr2",26
34,11,"Chr2",34
34,12,"Chr2",26
34,13,"Chr2",21
34,14,"Chr2",32
34,15,"Chr2",32
34,16,"Chr2",10
34,17,"Chr2",14
34,18,"Chr2",7
34,19,"Chr2",8
34,20,"Chr2",2
34,21,"Chr2",4
34,22,"Chr2",3
34,23,"Chr2",3
34,24,"Chr2",4
34,25,"Chr2",82
34,26,"Chr2",69
34,27,"Chr2",90
34,28,"Chr2",106
34,29,"Chr2",101
34,30,"Chr2",99
34,31,"Chr2",117
34,32,"Chr2",162
34,33,"Chr2",740
34,34,"Chr2",1467
34,35,"Chr2",768
34,36,"Chr2",553
34,37,"Chr2",405
34,38,"Chr2",333
34,39,"Chr2",285
34,40,"Chr2",251
34,41,"Chr2",100
34,42,"Chr2",73
34,43,"Chr2",66
34,44,"Chr2",61
34,45,"Chr2",3
34,46,"Chr2",5
34,47,"Chr2",10
34,48,"Chr2",6
34,49,"Chr2",12
34,50,"Chr2",13
34,51,"Chr2",20
34,52,"Chr2",26
34,53,"Chr2",31
34,54,"Chr2",33
34,55,"Chr2",29
34,56,"Chr2",30
34,57,"Chr2",17
34,58,"Chr2",23
34,59,"Chr2",15
34,60,"Chr2",5
34,61,"Chr2",9
34,62,"Chr2",5
34,63,"Chr2",9
34,64,"Chr2",3
34,65,"Chr2",6
34,66,"Chr2",7
34,67,"Chr2",9
34,68,"Chr2",15
34,69,"Chr2",15
34,70,"Chr2",24
34,71,"Chr2",21
34,72,"Chr2",22
34,73,"Chr2",28
34,74,"Chr2",27
34,75,"Chr2",30
34,76,"Chr2",24
34,77,"Chr2",9
34,78,"Chr2",12
34,79,"Chr2",4
34,80,"Chr2",2
35,1,"Chr2",6
35,2,"Chr2",1
35,3,"Chr2",3
35,4,"Chr2",4
35,5,"Chr2",5
35,6,"Chr2",6
35,7,"Chr2",9
35,8,"Chr2",20
35,9,"Chr2",17
35,10,"Chr2",17
35,11,"Chr2",29
35,12,"Chr2",20
35,13,"Chr2",26
35,14,"Chr2",31
35,15,"Chr2",17
35,16,"Chr2",15
35,17,"Chr2",15
35,18,"Chr2",2
35,19,"Chr2",3
35,20,"Chr2",9
35,21,"Chr2",4
35,22,"Chr2",5
35,23,"Chr2",6
35,24,"Chr2",4
35,25,"Chr2",59
35,26,"Chr2",50
35,27,"Chr2",81
35,28,"Chr2",75
35,29,"Chr2",100
35,30,"Chr2",115
35,31,"Chr2",102
35,32,"Chr2",137
35,33,"Chr2",466
35,34,"Chr2",768
35,35,"Chr2",1822
35,36,"Chr2",1096
35,37,"Chr2",800
35,38,"Chr2",627
35,39,"Chr2",493
35,40,"Chr2",389
35,41,"Chr2",129
35,42,"Chr2",88
35,43,"Chr2",69
35,44,"Chr2",71
35,45,"Chr2",2
35,46,"Chr2",5
35,47,"Chr2",5
35,48,"Chr2",8
35,49,"Chr2",21
35,50,"Chr2",16
35,51,"Chr2",16
35,52,"Chr2",22
35,53,"Chr2",29
35,54,"Chr2",39
35,55,"Chr2",27
35,56,"Chr2",30
35,57,"Chr2",25
35,58,"Chr2",19
35,59,"Chr2",12
35,60,"Chr2",9
35,61,"Chr2",4
35,62,"Chr2",0
35,63,"Chr2",7
35,64,"Chr2",3
35,65,"Chr2",3
35,66,"Chr2",5
35,67,"Chr2",13
35,68,"Chr2",19
35,69,"Chr2",24
35,70,"Chr2",23
35,71,"Chr2",29
35,72,"Chr2",20
35,73,"Chr2",25
35,74,"Chr2",26
35,75,"Chr2",19
35,76,"Chr2",12
35,77,"Chr2",13
35,78,"Chr2",7
35,79,"Chr2",9
35,80,"Chr2",8
36,1,"Chr2",5
36,2,"Chr2",4
36,3,"Chr2",1
36,4,"Chr2",7
36,5,"Chr2",6
36,6,"Chr2",6
36,7,"Chr2",12
36,8,"Chr2",10
36,9,"Chr2",13
36,10,"Chr2",28
36,11,"Chr2",32
36,12,"Chr2",25
36,13,"Chr2",30
36,14,"Chr2",20
36,15,"Chr2",16
36,16,"Chr2",17
36,17,"Chr2",10
36,18,"Chr2",8
36,19,"Chr2",5
36,20,"Chr2",5
36,21,"Chr2",5
36,22,"Chr2",3
36,23,"Chr2",6
36,24,"Chr2",3
36,25,"Chr2",56
36,26,"Chr2",62
36,27,"Chr2",71
36,28,"Chr2",73
36,29,"Chr2",68
36,30,"Chr2",78
36,31,"Chr2",79
36,32,"Chr2",101
36,33,"Chr2",363
36,34,"Chr2",553
36,35,"Chr2",1096
36,36,"Chr2",3075
36,37,"Chr2",1857
36,38,"Chr2",1331
36,39,"Chr2",994
36,40,"Chr2",692
36,41,"Chr2",180
36,42,"Chr2",136
36,43,"Chr2",81
36,44,"Chr2",79
36,45,"Chr2",4
36,46,"Chr2",5
36,47,"Chr2",4
36,48,"Chr2",4
36,49,"Chr2",15
36,50,"Chr2",9
36,51,"Chr2",17
36,52,"Chr2",13
36,53,"Chr2",20
36,54,"Chr2",22
36,55,"Chr2",25
36,56,"Chr2",14
36,57,"Chr2",15
36,58,"Chr2",12
36,59,"Chr2",13
36,60,"Chr2",8
36,61,"Chr2",8
36,62,"Chr2",6
36,63,"Chr2",2
36,64,"Chr2",9
36,65,"Chr2",3
36,66,"Chr2",11
36,67,"Chr2",11
36,68,"Chr2",12
36,69,"Chr2",15
36,70,"Chr2",12
36,71,"Chr2",25
36,72,"Chr2",24
36,73,"Chr2",29
36,74,"Chr2",23
36,75,"Chr2",14
36,76,"Chr2",12
36,77,"Chr2",9
36,78,"Chr2",14
36,79,"Chr2",6
36,80,"Chr2",6
37,1,"Chr2",1
37,2,"Chr2",1
37,3,"Chr2",1
37,4,"Chr2",1
37,5,"Chr2",4
37,6,"Chr2",3
37,7,"Chr2",10
37,8,"Chr2",16
37,9,"Chr2",16
37,10,"Chr2",14
37,11,"Chr2",16
37,12,"Chr2",18
37,13,"Chr2",18
37,14,"Chr2",12
37,15,"Chr2",14
37,16,"Chr2",12
37,17,"Chr2",7
37,18,"Chr2",10
37,19,"Chr2",5
37,20,"Chr2",4
37,21,"Chr2",5
37,22,"Chr2",0
37,23,"Chr2",5
37,24,"Chr2",4
37,25,"Chr2",44
37,26,"Chr2",49
37,27,"Chr2",68
37,28,"Chr2",62
37,29,"Chr2",67
37,30,"Chr2",70
37,31,"Chr2",83
37,32,"Chr2",77
37,33,"Chr2",273
37,34,"Chr2",405
37,35,"Chr2",800
37,36,"Chr2",1857
37,37,"Chr2",4975
37,38,"Chr2",2755
37,39,"Chr2",1748
37,40,"Chr2",1113
37,41,"Chr2",304
37,42,"Chr2",169
37,43,"Chr2",112
37,44,"Chr2",81
37,45,"Chr2",5
37,46,"Chr2",5
37,47,"Chr2",7
37,48,"Chr2",6
37,49,"Chr2",9
37,50,"Chr2",12
37,51,"Chr2",11
37,52,"Chr2",14
37,53,"Chr2",18
37,54,"Chr2",17
37,55,"Chr2",24
37,56,"Chr2",16
37,57,"Chr2",9
37,58,"Chr2",11
37,59,"Chr2",6
37,60,"Chr2",8
37,61,"Chr2",4
37,62,"Chr2",5
37,63,"Chr2",5
37,64,"Chr2",2
37,65,"Chr2",7
37,66,"Chr2",8
37,67,"Chr2",12
37,68,"Chr2",10
37,69,"Chr2",12
37,70,"Chr2",17
37,71,"Chr2",15
37,72,"Chr2",27
37,73,"Chr2",21
37,74,"Chr2",11
37,75,"Chr2",8
37,76,"Chr2",11
37,77,"Chr2",9
37,78,"Chr2",7
37,79,"Chr2",5
37,80,"Chr2",3
38,1,"Chr2",3
38,2,"Chr2",3
38,3,"Chr2",3
38,4,"Chr2",5
38,5,"Chr2",11
38,6,"Chr2",6
38,7,"Chr2",8
38,8,"Chr2",5
38,9,"Chr2",13
38,10,"Chr2",20
38,11,"Chr2",18
38,12,"Chr2",19
38,13,"Chr2",16
38,14,"Chr2",9
38,15,"Chr2",12
38,16,"Chr2",7
38,17,"Chr2",4
38,18,"Chr2",5
38,19,"Chr2",6
38,20,"Chr2",4
38,21,"Chr2",2
38,22,"Chr2",0
38,23,"Chr2",2
38,24,"Chr2",6
38,25,"Chr2",59
38,26,"Chr2",60
38,27,"Chr2",50
38,28,"Chr2",54
38,29,"Chr2",69
38,30,"Chr2",67
38,31,"Chr2",67
38,32,"Chr2",87
38,33,"Chr2",197
38,34,"Chr2",333
38,35,"Chr2",627
38,36,"Chr2",1331
38,37,"Chr2",2755
38,38,"Chr2",6297
38,39,"Chr2",3089
38,40,"Chr2",1823
38,41,"Chr2",341
38,42,"Chr2",185
38,43,"Chr2",120
38,44,"Chr2",93
38,45,"Chr2",6
38,46,"Chr2",3
38,47,"Chr2",4
38,48,"Chr2",3
38,49,"Chr2",5
38,50,"Chr2",8
38,51,"Chr2",11
38,52,"Chr2",10
38,53,"Chr2",13
38,54,"Chr2",13
38,55,"Chr2",13
38,56,"Chr2",13
38,57,"Chr2",8
38,58,"Chr2",13
38,59,"Chr2",8
38,60,"Chr2",9
38,61,"Chr2",6
38,62,"Chr2",0
38,63,"Chr2",7
38,64,"Chr2",1
38,65,"Chr2",2
38,66,"Chr2",10
38,67,"Chr2",10
38,68,"Chr2",9
38,69,"Chr2",7
38,70,"Chr2",13
38,71,"Chr2",16
38,72,"Chr2",14
38,73,"Chr2",15
38,74,"Chr2",18
38,75,"Chr2",16
38,76,"Chr2",17
38,77,"Chr2",8
38,78,"Chr2",5
38,79,"Chr2",5
38,80,"Chr2",3
39,1,"Chr2",7
39,2,"Chr2",3
39,3,"Chr2",3
39,4,"Chr2",3
39,5,"Chr2",2
39,6,"Chr2",5
39,7,"Chr2",5
39,8,"Chr2",7
39,9,"Chr2",10
39,10,"Chr2",12
39,11,"Chr2",11
39,12,"Chr2",10
39,13,"Chr2",9
39,14,"Chr2",6
39,15,"Chr2",13
39,16,"Chr2",4
39,17,"Chr2",10
39,18,"Chr2",4
39,19,"Chr2",3
39,20,"Chr2",6
39,21,"Chr2",2
39,22,"Chr2",3
39,23,"Chr2",5
39,24,"Chr2",2
39,25,"Chr2",51
39,26,"Chr2",51
39,27,"Chr2",53
39,28,"Chr2",54
39,29,"Chr2",55
39,30,"Chr2",67
39,31,"Chr2",69
39,32,"Chr2",83
39,33,"Chr2",182
39,34,"Chr2",285
39,35,"Chr2",493
39,36,"Chr2",994
39,37,"Chr2",1748
39,38,"Chr2",3089
39,39,"Chr2",6522
39,40,"Chr2",2724
39,41,"Chr2",449
39,42,"Chr2",220
39,43,"Chr2",140
39,44,"Chr2",96
39,45,"Chr2",4
39,46,"Chr2",1
39,47,"Chr2",2
39,48,"Chr2",5
39,49,"Chr2",5
39,50,"Chr2",4
39,51,"Chr2",6
39,52,"Chr2",9
39,53,"Chr2",16
39,54,"Chr2",13
39,55,"Chr2",12
39,56,"Chr2",9
39,57,"Chr2",11
39,58,"Chr2",6
39,59,"Chr2",10
39,60,"Chr2",7
39,61,"Chr2",8
39,62,"Chr2",7
39,63,"Chr2",4
39,64,"Chr2",2
39,65,"Chr2",6
39,66,"Chr2",9
39,67,"Chr2",3
39,68,"Chr2",5
39,69,"Chr2",8
39,70,"Chr2",9
39,71,"Chr2",13
39,72,"Chr2",6
39,73,"Chr2",12
39,74,"Chr2",15
39,75,"Chr2",3
39,76,"Chr2",11
39,77,"Chr2",4
39,78,"Chr2",4
39,79,"Chr2",6
39,80,"Chr2",2
40,1,"Chr2",6
40,2,"Chr2",3
40,3,"Chr2",2
40,4,"Chr2",5
40,5,"Chr2",6
40,6,"Chr2",3
40,7,"Chr2",7
40,8,"Chr2",10
40,9,"Chr2",9
40,10,"Chr2",9
40,11,"Chr2",5
40,12,"Chr2",8
40,13,"Chr2",7
40,14,"Chr2",11
40,15,"Chr2",9
40,16,"Chr2",5
40,17,"Chr2",3
40,18,"Chr2",6
40,19,"Chr2",5
40,20,"Chr2",4
40,21,"Chr2",6
40,22,"Chr2",3
40,23,"Chr2",4
40,24,"Chr2",4
40,25,"Chr2",50
40,26,"Chr2",45
40,27,"Chr2",46
40,28,"Chr2",67
40,29,"Chr2",59
40,30,"Chr2",60
40,31,"Chr2",55
40,32,"Chr2",80
40,33,"Chr2",176
40,34,"Chr2",251
40,35,"Chr2",389
40,36,"Chr2",692
40,37,"Chr2",1113
40,38,"Chr2",1823
40,39,"Chr2",2724
40,40,"Chr2",4999
40,41,"Chr2",550
40,42,"Chr2",271
40,43,"Chr2",172
40,44,"Chr2",126
40,45,"Chr2",7
40,46,"Chr2",6
40,47,"Chr2",3
40,48,"Chr2",6
40,49,"Chr2",5
40,50,"Chr2",10
40,51,"Chr2",12
40,52,"Chr2",2
40,53,"Chr2",11
40,54,"Chr2",6
40,55,"Chr2",8
40,56,"Chr2",9
40,57,"Chr2",9
40,58,"Chr2",9
40,59,"Chr2",2
40,60,"Chr2",8
40,61,"Chr2",5
40,62,"Chr2",5
40,63,"Chr2",3
40,64,"Chr2",2
40,65,"Chr2",3
40,66,"Chr2",6
40,67,"Chr2",4
40,68,"Chr2",11
40,69,"Chr2",4
40,70,"Chr2",6
40,71,"Chr2",7
40,72,"Chr2",8
40,73,"Chr2",8
40,74,"Chr2",11
40,75,"Chr2",11
40,76,"Chr2",4
40,77,"Chr2",2
40,78,"Chr2",3
40,79,"Chr2",7
40,80,"Chr2",4
41,1,"Chr2",4
41,2,"Chr2",2
41,3,"Chr2",5
41,4,"Chr2",4
41,5,"Chr2",2
41,6,"Chr2",6
41,7,"Chr2",1
41,8,"Chr2",4
41,9,"Chr2",5
41,10,"Chr2",5
41,11,"Chr2",7
41,12,"Chr2",4
41,13,"Chr2",3
41,14,"Chr2",3
41,15,"Chr2",3
41,16,"Chr2",4
41,17,"Chr2",8
41,18,"Chr2",1
41,19,"Chr2",4
41,20,"Chr2",4
41,21,"Chr2",4
41,22,"Chr2",2
41,23,"Chr2",4
41,24,"Chr2",4
41,25,"Chr2",66
41,26,"Chr2",69
41,27,"Chr2",85
41,28,"Chr2",72
41,29,"Chr2",87
41,30,"Chr2",87
41,31,"Chr2",100
41,32,"Chr2",132
41,33,"Chr2",83
41,34,"Chr2",100
41,35,"Chr2",129
41,36,"Chr2",180
41,37,"Chr2",304
41,38,"Chr2",341
41,39,"Chr2",449
41,40,"Chr2",550
41,41,"Chr2",3038
41,42,"Chr2",1120
41,43,"Chr2",539
41,44,"Chr2",347
41,45,"Chr2",4
41,46,"Chr2",7
41,47,"Chr2",1
41,48,"Chr2",3
41,49,"Chr2",4
41,50,"Chr2",10
41,51,"Chr2",6
41,52,"Chr2",6
41,53,"Chr2",4
41,54,"Chr2",4
41,55,"Chr2",5
41,56,"Chr2",6
41,57,"Chr2",2
41,58,"Chr2",2
41,59,"Chr2",4
41,60,"Chr2",5
41,61,"Chr2",3
41,62,"Chr2",5
41,63,"Chr2",2
41,64,"Chr2",2
41,65,"Chr2",0
41,66,"Chr2",3
41,67,"Chr2",8
41,68,"Chr2",3
41,69,"Chr2",4
41,70,"Chr2",5
41,71,"Chr2",8
41,72,"Chr2",6
41,73,"Chr2",6
41,74,"Chr2",4
41,75,"Chr2",5
41,76,"Chr2",5
41,77,"Chr2",4
41,78,"Chr2",3
41,79,"Chr2",4
41,80,"Chr2",2
42,1,"Chr2",3
42,2,"Chr2",3
42,3,"Chr2",6
42,4,"Chr2",5
42,5,"Chr2",9
42,6,"Chr2",8
42,7,"Chr2",7
42,8,"Chr2",0
42,9,"Chr2",2
42,10,"Chr2",2
42,11,"Chr2",1
42,12,"Chr2",4
42,13,"Chr2",8
42,14,"Chr2",2
42,15,"Chr2",4
42,16,"Chr2",3
42,17,"Chr2",4
42,18,"Chr2",5
42,19,"Chr2",3
42,20,"Chr2",5
42,21,"Chr2",4
42,22,"Chr2",4
42,23,"Chr2",2
42,24,"Chr2",7
42,25,"Chr2",71
42,26,"Chr2",73
42,27,"Chr2",61
42,28,"Chr2",62
42,29,"Chr2",69
42,30,"Chr2",80
42,31,"Chr2",84
42,32,"Chr2",113
42,33,"Chr2",69
42,34,"Chr2",73
42,35,"Chr2",88
42,36,"Chr2",136
42,37,"Chr2",169
42,38,"Chr2",185
42,39,"Chr2",220
42,40,"Chr2",271
42,41,"Chr2",1120
42,42,"Chr2",1834
42,43,"Chr2",750
42,44,"Chr2",498
42,45,"Chr2",2
42,46,"Chr2",5
42,47,"Chr2",4
42,48,"Chr2",2
42,49,"Chr2",4
42,50,"Chr2",4
42,51,"Chr2",5
42,52,"Chr2",5
42,53,"Chr2",6
42,54,"Chr2",4
42,55,"Chr2",4
42,56,"Chr2",5
42,57,"Chr2",0
42,58,"Chr2",5
42,59,"Chr2",4
42,60,"Chr2",0
42,61,"Chr2",5
42,62,"Chr2",5
42,63,"Chr2",0
42,64,"Chr2",5
42,65,"Chr2",3
42,66,"Chr2",3
42,67,"Chr2",6
42,68,"Chr2",5
42,69,"Chr2",3
42,70,"Chr2",4
42,71,"Chr2",10
42,72,"Chr2",4
42,73,"Chr2",4
42,74,"Chr2",6
42,75,"Chr2",8
42,76,"Chr2",6
42,77,"Chr2",5
42,78,"Chr2",3
42,79,"Chr2",3
42,80,"Chr2",7
43,1,"Chr2",7
43,2,"Chr2",5
43,3,"Chr2",4
43,4,"Chr2",1
43,5,"Chr2",4
43,6,"Chr2",4
43,7,"Chr2",4
43,8,"Chr2",4
43,9,"Chr2",3
43,10,"Chr2",2
43,11,"Chr2",3
43,12,"Chr2",1
43,13,"Chr2",4
43,14,"Chr2",4
43,15,"Chr2",6
43,16,"Chr2",4
43,17,"Chr2",2
43,18,"Chr2",1
43,19,"Chr2",3
43,20,"Chr2",2
43,21,"Chr2",3
43,22,"Chr2",4
43,23,"Chr2",5
43,24,"Chr2",3
43,25,"Chr2",50
43,26,"Chr2",49
43,27,"Chr2",80
43,28,"Chr2",59
43,29,"Chr2",66
43,30,"Chr2",87
43,31,"Chr2",80
43,32,"Chr2",95
43,33,"Chr2",53
43,34,"Chr2",66
43,35,"Chr2",69
43,36,"Chr2",81
43,37,"Chr2",112
43,38,"Chr2",120
43,39,"Chr2",140
43,40,"Chr2",172
43,41,"Chr2",539
43,42,"Chr2",750
43,43,"Chr2",1463
43,44,"Chr2",711
43,45,"Chr2",7
43,46,"Chr2",3
43,47,"Chr2",8
43,48,"Chr2",5
43,49,"Chr2",2
43,50,"Chr2",5
43,51,"Chr2",3
43,52,"Chr2",3
43,53,"Chr2",5
43,54,"Chr2",5
43,55,"Chr2",3
43,56,"Chr2",4
43,57,"Chr2",1
43,58,"Chr2",4
43,59,"Chr2",1
43,60,"Chr2",5
43,61,"Chr2",6
43,62,"Chr2",0
43,63,"Chr2",3
43,64,"Chr2",1
43,65,"Chr2",0
43,66,"Chr2",2
43,67,"Chr2",3
43,68,"Chr2",0
43,69,"Chr2",4
43,70,"Chr2",3
43,71,"Chr2",2
43,72,"Chr2",5
43,73,"Chr2",4
43,74,"Chr2",2
43,75,"Chr2",2
43,76,"Chr2",5
43,77,"Chr2",2
43,78,"Chr2",2
43,79,"Chr2",1
43,80,"Chr2",2
44,1,"Chr2",5
44,2,"Chr2",3
44,3,"Chr2",4
44,4,"Chr2",0
44,5,"Chr2",4
44,6,"Chr2",4
44,7,"Chr2",6
44,8,"Chr2",7
44,9,"Chr2",3
44,10,"Chr2",6
44,11,"Chr2",4
44,12,"Chr2",1
44,13,"Chr2",2
44,14,"Chr2",3
44,15,"Chr2",3
44,16,"Chr2",4
44,17,"Chr2",2
44,18,"Chr2",3
44,19,"Chr2",7
44,20,"Chr2",6
44,21,"Chr2",4
44,22,"Chr2",1
44,23,"Chr2",2
44,24,"Chr2",1
44,25,"Chr2",49
44,26,"Chr2",53
44,27,"Chr2",56
44,28,"Chr2",73
44,29,"Chr2",56
44,30,"Chr2",72
44,31,"Chr2",78
44,32,"Chr2",76
44,33,"Chr2",45
44,34,"Chr2",61
44,35,"Chr2",71
44,36,"Chr2",79
44,37,"Chr2",81
44,38,"Chr2",93
44,39,"Chr2",96
